month,C,M,z_tw_revenue,z_korea_mem_exports,decision,ruleM,ruleA,ruleB
2013-02-01,-0.28062022191861635,0.190704732108544,-0.28062022191861635,,2013-03-16,True,False,False
2013-03-01,-0.019139488813911292,0.46280232537340477,-0.019139488813911292,,2013-04-16,True,False,False
2013-04-01,-0.009484339715796571,0.2311639182667958,-0.009484339715796571,,2013-05-16,True,False,False
2013-05-01,0.3091500924671746,0.589770314385791,0.3091500924671746,,2013-06-16,True,True,True
2013-06-01,0.33844331556320545,0.35758280437711676,0.33844331556320545,,2013-07-16,True,True,True
2013-07-01,0.311262027427031,0.3207463671428276,0.311262027427031,,2013-08-16,True,True,True
2013-08-01,0.2923557640892388,-0.01679432837793582,0.2923557640892388,,2013-09-16,False,False,True
2013-09-01,0.30107328054977256,-0.03737003501343289,0.30107328054977256,,2013-10-16,False,False,True
2013-10-01,0.42016544041785087,0.10890341299081985,0.42016544041785087,,2013-11-16,True,True,True
2013-11-01,0.37614191423210525,0.08378615014286644,0.37614191423210525,,2013-12-16,True,True,True
2013-12-01,0.5150046248289303,0.21393134427915772,0.5150046248289303,,2014-01-16,True,True,True
2014-01-01,0.45811421048007894,0.03794877006222808,0.45811421048007894,,2014-02-16,True,True,True
2014-02-01,0.4792596045639883,0.10311769033188306,0.4792596045639883,,2014-03-16,True,True,True
2014-03-01,0.05117354572158026,-0.46383107910735,0.05117354572158026,,2014-04-16,False,False,True
2014-04-01,-0.17845877814974875,-0.6365729886298277,-0.17845877814974875,,2014-05-16,True,False,False
2014-05-01,-0.39324310909687105,-0.8725027136608594,-0.39324310909687105,,2014-06-16,True,False,False
2014-06-01,-0.38312288457585614,-0.4342964302974364,-0.38312288457585614,,2014-07-16,True,False,False
2014-07-01,-0.2795907708192452,-0.10113199266949646,-0.2795907708192452,,2014-08-16,True,False,False
2014-08-01,-0.15625325002471907,0.23698985907215198,-0.15625325002471907,,2014-09-16,True,False,False
2014-09-01,-0.03311445065494085,0.3500084339209153,-0.03311445065494085,,2014-10-16,True,False,False
2014-10-01,-0.10976859723365454,0.16982217358559068,-0.10976859723365454,,2014-11-16,True,False,False
2014-11-01,-0.13992080131994916,0.01633244870476991,-0.13992080131994916,,2014-12-16,True,False,False
2014-12-01,-0.20439805508726808,-0.17128360443232724,-0.20439805508726808,,2015-01-16,True,False,False
2015-01-01,-0.2482938409476184,-0.13852524371396385,-0.2482938409476184,,2015-02-16,True,False,False
2015-02-01,-0.2822752987239635,-0.14235449740401435,-0.2822752987239635,,2015-03-16,True,False,False
2015-03-01,-0.2685614405980354,-0.0641633855107673,-0.2685614405980354,,2015-04-16,True,False,False
2015-04-01,-0.24940525573371647,-0.0011114147860980805,-0.24940525573371647,,2015-05-16,True,False,False
2015-05-01,-0.35166180372575473,-0.06938650500179122,-0.35166180372575473,,2015-06-16,True,False,False
2015-06-01,-0.5346629142572332,-0.26610147365919784,-0.5346629142572332,,2015-07-16,True,False,False
2015-07-01,-0.6519523591914478,-0.4025471034577313,-0.6519523591914478,,2015-08-16,True,False,False
2015-08-01,-0.6215002693150583,-0.2698384655893036,-0.6215002693150583,,2015-09-16,True,False,False
2015-09-01,-0.6038005799165611,-0.06913766565932788,-0.6038005799165611,,2015-10-16,True,False,False
2015-10-01,-0.500899843280009,0.15105251591143876,-0.500899843280009,,2015-11-16,True,False,False
2015-11-01,-0.450654207221291,0.1708460620937673,-0.450654207221291,,2015-12-16,True,False,False
2015-12-01,-0.36957258833482115,0.23422799158173996,-0.36957258833482115,,2016-01-16,True,False,False
2016-01-01,-0.3075414026353549,0.19335844064465413,-0.3075414026353549,,2016-02-16,True,False,False
2016-02-01,-0.7389664370494272,0.1920935264492289,-0.2585606807720621,-1.2193721933267923,2016-03-16,True,False,False
2016-03-01,-0.5504416663847941,0.15070801374430814,-0.218864574590513,-0.8820187581790752,2016-04-16,True,False,False
2016-04-01,-0.504849442115562,0.09539591529880284,-0.21214548733655206,-0.7975533968945719,2016-05-16,True,False,False
2016-05-01,-0.3308949299331556,0.4080715071162716,-0.2231337811133356,-0.4386560787529756,2016-06-16,True,False,False
2016-06-01,-0.235288704847005,0.31515296153778904,-0.11043860439846638,-0.36013880529554365,2016-07-16,True,False,False
2016-07-01,-0.15112513157586652,0.3537243105396955,-0.05068548365217933,-0.2515647794995537,2016-08-16,True,False,False
2016-08-01,-0.09816950660005154,0.23272542333310406,0.10055229377092531,-0.2968913069710284,2016-09-16,True,False,False
2016-09-01,-0.10799467285446832,0.1272940319925367,0.21710687405089624,-0.43309621975983287,2016-10-16,True,False,False
2016-10-01,0.019423198029649646,0.17054832960551616,0.29231434980024973,-0.25346795374095044,2016-11-16,True,True,True
2016-11-01,0.26449781944773715,0.36266732604778873,0.324674443997333,0.20432119489814132,2016-12-16,True,True,True
2016-12-01,0.6759973241540362,0.7839919970085045,0.24991745783835317,1.1020771904697193,2017-01-16,True,True,True
2017-01-01,1.2095504843116023,1.1901272862819525,0.20420722221907012,2.2148937464041345,2017-02-16,True,True,True
2017-02-01,1.5529719596838714,1.2884741402361342,0.22329652802232586,2.882647391345417,2017-03-16,True,True,True
2017-03-01,1.6849091181805402,1.008911794026504,0.32457975190828664,3.0452384844527938,2017-04-16,True,True,True
2017-04-01,1.6691988445010666,0.4596483601894643,0.3919610037354708,2.9464366852666624,2017-05-16,True,True,True
2017-05-01,1.4780201898613212,-0.07495176982255022,0.45197596757461767,2.5040644121480247,2017-06-16,False,False,True
2017-06-01,1.4225660211278792,-0.2623430970526609,0.4879313973289665,2.357200644926792,2017-07-16,False,False,True
2017-07-01,1.312043222537349,-0.3571556219637176,0.540911540680597,2.083174904394101,2017-08-16,False,False,True
2017-08-01,1.2420843387747986,-0.23593585108652262,0.46341019896419305,2.020758478585404,2017-09-16,False,False,True
2017-09-01,1.2399898193749175,-0.18257620175296177,0.4688296052853073,2.011150033464528,2017-10-16,False,False,True
2017-10-01,1.315852112992407,0.003808890455057945,0.45277326410127017,2.1789309618835437,2017-11-16,True,True,True
2017-11-01,1.329292257425357,0.08720791865055846,0.525440098296612,2.133144416554102,2017-12-16,True,True,True
2017-12-01,1.2319077483251706,-0.008082071049747036,0.5010786443340397,1.9627368523163014,2018-01-16,False,False,True
2018-01-01,1.0025341440367002,-0.3133179689557069,0.5444737194703377,1.4605945686030624,2018-02-16,False,False,True
2018-02-01,0.7463153219608469,-0.58297693546451,0.42669394575286146,1.0659366981688325,2018-03-16,False,False,True
2018-03-01,0.6262212371985441,-0.6056865111266264,0.45162694136487425,0.800815533032214,2018-04-16,False,False,True
2018-04-01,0.5755799155111643,-0.4269542285255357,0.5517896467871618,0.5993701842351669,2018-05-16,False,False,True
2018-05-01,0.7566488828252078,0.010333560864360769,0.8279656771887896,0.685332088461626,2018-06-16,True,True,True
2018-06-01,0.7090658139291071,0.08284457673056289,0.8666797090525951,0.551451918805619,2018-07-16,True,True,True
2018-07-01,0.6601606778606819,0.0845807623495175,0.7937548779524917,0.526566477768872,2018-08-16,True,True,True
2018-08-01,0.5017792431070718,-0.25486963971813603,0.6755296277995558,0.3280288584145876,2018-09-16,False,False,True
2018-09-01,0.35990272604630286,-0.34916308788280415,0.4328803242835398,0.2869251278090659,2018-10-16,False,False,True
2018-10-01,0.19751282027558767,-0.4626478575850942,0.34982567054781155,0.0451999700033638,2018-11-16,False,False,True
2018-11-01,-0.23176072131201098,-0.7335399644190826,-0.13849391055972018,-0.32502753206430174,2018-12-16,True,False,False
2018-12-01,-0.7964996249725973,-1.1564023510189,-0.6017730150925106,-0.991226234852684,2019-01-16,True,False,False
2019-01-01,-1.191075668413133,-1.3885884886887208,-0.8793392680538359,-1.5028120687724302,2019-02-16,True,False,False
2019-02-01,-1.4306174218990484,-1.1988567005870376,-1.0363153891209393,-1.8249194546771577,2019-03-16,True,False,False
2019-03-01,-1.4800450759162502,-0.683545450943653,-1.1836201426097075,-1.7764700092227932,2019-04-16,True,False,False
2019-04-01,-1.4594921577962274,-0.26841648938309437,-1.3235438604885352,-1.5954404551039196,2019-05-16,True,False,False
2019-05-01,-1.4818557750809471,-0.05123835318189862,-1.3650648962668515,-1.5986466538950428,2019-06-16,True,False,False
2019-06-01,-1.471151070457303,0.008894005458947252,-1.3240725714491335,-1.6182295694654727,2019-07-16,True,False,False
2019-07-01,-1.4468595526810457,0.012632605115181605,-1.184710164734086,-1.7090089406280056,2019-08-16,True,False,False
2019-08-01,-1.3480485214071747,0.13380725367377233,-1.0141298017206914,-1.6819672410936581,2019-09-16,True,False,False
2019-09-01,-1.2500406563625064,0.22111041409479665,-0.7631366407236176,-1.7369446720013952,2019-10-16,True,False,False
2019-10-01,-1.26170111381682,0.18515843886422584,-0.7898125596493636,-1.7335896679842764,2019-11-16,True,False,False
2019-11-01,-1.1610434058633277,0.18700511554384708,-0.6605509697247302,-1.6615358420019253,2019-12-16,True,False,False
2019-12-01,-0.9903309003170773,0.2597097560454291,-0.5279532258851011,-1.4527085747490536,2020-01-16,True,False,False
2020-01-01,-0.622176187472004,0.6395249263448161,-0.08557027327650461,-1.1587821016675033,2020-02-16,True,False,False
2020-02-01,-0.24509593436257554,0.9159474715007522,0.29706584259719404,-0.7872577113223451,2020-03-16,True,False,False
2020-03-01,-0.03341876483934575,0.9569121354777315,0.6970854978751757,-0.7639230275538672,2020-04-16,True,False,False
2020-04-01,0.08970505224690684,0.7118812397189108,1.0376096045935295,-0.8581995000997158,2020-05-16,True,True,True
2020-05-01,0.016699195646238285,0.2617951300088138,0.8298174690983723,-0.7964190778058957,2020-06-16,True,True,True
2020-06-01,-0.12578516522605784,-0.0923664003867121,0.4656005138562211,-0.7171708443083368,2020-07-16,True,False,False
2020-07-01,-0.1689369465501402,-0.258641998797047,0.17582741282810663,-0.513701305928387,2020-08-16,True,False,False
2020-08-01,-0.36702194915321207,-0.38372114479945035,-0.14731753657522983,-0.5867263617311943,2020-09-16,True,False,False
2020-09-01,-0.24083210237335068,-0.1150469371472928,-0.024602400146588627,-0.4570618046001127,2020-10-16,True,False,False
2020-10-01,-0.11581478260329996,0.053122163946840245,0.1547468943260876,-0.3863764595326875,2020-11-16,True,False,False
2020-11-01,0.08770145334808815,0.4547234025013002,0.47049985841894704,-0.29509695172277073,2020-12-16,True,True,True
2020-12-01,0.1879002998014364,0.4287324021747871,0.5350308090931878,-0.15923020949031497,2021-01-16,True,True,True
2021-01-01,0.3796654522116647,0.49548023481496467,0.8074671925173207,-0.04813628809399126,2021-02-16,True,True,True
2021-02-01,0.4512050074524705,0.36350355410438234,0.8771330602535445,0.025276954651396472,2021-03-16,True,True,True
2021-03-01,0.38893672015682224,0.20103642035538585,0.8138919794487701,-0.0360185391351256,2021-04-16,True,True,True
2021-04-01,0.4859974899757548,0.10633203776409011,0.9751335221809141,-0.0031385422294044276,2021-05-16,True,True,True
2021-05-01,0.693722844142837,0.24251783669036656,1.355998255885817,0.03144743239985708,2021-06-16,True,True,True
2021-06-01,1.019781881712575,0.6308451615557527,1.7870571565447222,0.25250660688042764,2021-07-16,True,True,True
2021-07-01,1.1381513479342853,0.6521538579585304,1.907170396794596,0.3691322990739743,2021-08-16,True,True,True
2021-08-01,1.3296465950768392,0.6359237509340023,2.025758065257894,0.6335351248957848,2021-09-16,True,True,True
2021-09-01,1.0598926791731096,0.040110797460534614,1.5288746526863553,0.5909107056598638,2021-10-16,True,True,True
2021-10-01,0.8428586253250245,-0.2952927226092607,1.2294783935765674,0.4562388570734816,2021-11-16,False,False,True
2021-11-01,0.6787149465554841,-0.6509316485213552,0.9299526020333868,0.4274772910775814,2021-12-16,False,False,True
2021-12-01,0.7159242531467351,-0.34396842602637445,0.956121899079147,0.4757266072143232,2022-01-16,False,False,True
2022-01-01,0.6225553140856083,-0.22030331123941624,0.7861341039644737,0.45897652420674284,2022-02-16,False,False,True
2022-02-01,0.42384340662506426,-0.2548715399304199,0.6331110105911611,0.21457580265896734,2022-03-16,False,False,True
2022-03-01,0.2719250032467613,-0.44399924989997386,0.4316570022850576,0.11219300420846497,2022-04-16,False,False,True
2022-04-01,0.022354127848821053,-0.6002011862367872,0.08556258538659152,-0.04085432968894941,2022-05-16,False,False,True
2022-05-01,-0.2418214456469645,-0.6656648522720288,-0.3327138850457839,-0.15092900624814506,2022-06-16,True,False,False
2022-06-01,-0.5005175687673333,-0.7724425720140946,-0.5773058052440451,-0.4237293322906215,2022-07-16,True,False,False
2022-07-01,-0.723219252730189,-0.7455733805790101,-0.8567642110388202,-0.589674294421558,2022-08-16,True,False,False
2022-08-01,-0.985501763586603,-0.7436803179396385,-1.107050598983816,-0.8639529281893902,2022-09-16,True,False,False
2022-09-01,-1.2007557632684542,-0.7002381945011209,-1.34123967790889,-1.0602718486280185,2022-10-16,True,False,False
2022-10-01,-1.3729096535937766,-0.6496904008635875,-1.5148185140334116,-1.2310007931541416,2022-11-16,True,False,False
2022-11-01,-1.519149156714152,-0.5336473931275489,-1.6094911066074695,-1.4288072068208346,2022-12-16,True,False,False
2022-12-01,-1.699900962153169,-0.49914519888471487,-1.7148878261286253,-1.6849140981777129,2023-01-16,True,False,False
2023-01-01,-1.8389499420925985,-0.46604028849882195,-1.8430576645244532,-1.834842219660744,2023-02-16,True,False,False
2023-02-01,-1.8645758560918022,-0.34542669937765025,-1.8897063192972439,-1.8394453928863608,2023-03-16,True,False,False
2023-03-01,-1.8194648776307183,-0.1195639154775493,-1.8878351527592485,-1.7510946025021883,2023-04-16,True,False,False
2023-04-01,-1.7341820905835865,0.10476785150901191,-1.7835157503626156,-1.6848484308045577,2023-05-16,True,False,False
2023-05-01,-1.6816679173798592,0.1829079387119431,-1.7127374512248195,-1.650598383534899,2023-06-16,True,False,False
2023-06-01,-1.6006983770443832,0.2187665005863353,-1.6464012129033794,-1.5549955411853869,2023-07-16,True,False,False
2023-07-01,-1.4735722925794548,0.260609798004132,-1.480873271005775,-1.4662713141531343,2023-08-16,True,False,False
2023-08-01,-1.2284168711111414,0.4532510462687178,-1.208244539214471,-1.2485892030078118,2023-09-16,True,False,False
2023-09-01,-0.9896201242598062,0.611078252784577,-0.8934227114093678,-1.0858175371102445,2023-10-16,True,False,False
2023-10-01,-0.649666286507417,0.8239060060720377,-0.5114290490269661,-0.7879035239878679,2023-11-16,True,False,False
2023-11-01,-0.31670300796830597,0.9117138631428354,-0.21088703087071542,-0.4225189850658966,2023-12-16,True,False,False
2023-12-01,0.17549828745803597,1.1651184117178421,0.07937689873151135,0.2716196761845606,2024-01-16,True,True,True
2024-01-01,0.7421447114077881,1.3918109979152051,0.4978312094397179,0.9864582133758585,2024-02-16,True,True,True
2024-02-01,1.1408532830007945,1.4575562909691007,0.664116697001259,1.6175898690003299,2024-03-16,True,True,True
2024-03-01,1.220536311431308,1.0450380239732717,0.8871055478613981,1.5539670750012176,2024-04-16,True,True,True
2024-04-01,1.1734186064676329,0.43127389505984454,0.77802107193417,1.5688161410010955,2024-05-16,True,True,True
2024-05-01,1.1790152546241532,0.038161971623358826,0.8612470256342568,1.4967834836140497,2024-06-16,True,True,True
2024-06-01,1.2196028870563338,-0.0009334243749740678,0.7646753814459896,1.674530392666678,2024-07-16,False,False,True
2024-07-01,1.1582939375627046,-0.015124668904928196,0.6386046837054608,1.6779831914199483,2024-08-16,False,False,True
2024-08-01,0.9144979843978542,-0.26451727022629906,0.39231358115235004,1.4366823876433583,2024-09-16,False,False,True
2024-09-01,0.6949375746752429,-0.5246653123810909,0.08703611634697807,1.3028390330035076,2024-10-16,False,False,True
2024-10-01,0.4110374788219403,-0.7472564587407642,-0.3082998020206897,1.1303747596645703,2024-11-16,False,False,True
2024-11-01,0.2345355331885316,-0.6799624512093225,-0.5597989836181239,1.028870049995187,2024-12-16,False,False,True
2024-12-01,0.0741510645492447,-0.6207865101259982,-0.6610775409817244,0.8093796700802138,2025-01-16,False,False,True
2025-01-01,-0.1834344504421675,-0.5944719292641079,-0.7120289501794872,0.3451600492951522,2025-02-16,True,False,False
2025-02-01,-0.36978534561343657,-0.604320878801968,-0.6019606077043161,-0.13761008352255694,2025-03-16,True,False,False
2025-03-01,-0.4407069830061058,-0.5148580475553505,-0.5428892004250168,-0.33852476558719485,2025-04-16,True,False,False
2025-04-01,-0.2523342857553266,-0.06889983531315913,-0.26476538930754745,-0.23990318220310577,2025-05-16,True,False,False
2025-05-01,-0.03639750542268216,0.3333878401907544,-0.14312354400645835,0.07032853316109404,2025-06-16,True,False,False
2025-06-01,0.10728408457415792,0.5479910675802637,0.1476852966498135,0.06688287249850232,2025-07-16,True,True,True
2025-07-01,0.28807006393162665,0.5404043496869533,0.41416082192130677,0.16197930594194654,2025-08-16,True,True,True
2025-08-01,0.5164695678652367,0.5528670732879188,0.7689265071785446,0.2640126285519287,2025-09-16,True,True,True
2025-09-01,0.8070369770931091,0.6997528925189511,1.1782663722970108,0.4358075818892073,2025-10-16,True,True,True
2025-10-01,1.1477307373791343,0.8596606734475079,1.760735235991626,0.5347262387666429,2025-11-16,True,True,True
2025-11-01,1.5577219123244106,1.041252344459174,2.441983897997605,0.6734599266512159,2025-12-16,True,True,True
2025-12-01,2.1901567929683057,1.3831198158751967,3.3900808105952915,0.9902327753413199,2026-01-16,True,True,True
2026-01-01,3.2283914325941523,2.080660695215018,4.732956274305036,1.7238265908832682,2026-02-16,True,True,True
2026-02-01,4.189223615998784,2.631501703674373,5.428424840447429,2.950022391550139,2026-03-16,True,True,True
2026-03-01,5.044534344630348,2.854377551662042,5.9178805697179895,4.171188119542706,2026-04-16,True,True,True
2026-04-01,5.380309868600408,2.1519184360062553,6.200823632677072,4.559796104523743,2026-05-16,True,True,True
2026-05-01,5.471366742755505,1.2821431267567214,6.65400817432515,4.2887253111858605,2026-06-16,True,True,True
2026-06-01,5.4916303473447,0.44709600271435246,6.70935514688395,4.273905547805451,2026-07-16,True,True,True
2026-07-01,5.452733063649527,0.07242319504911965,6.827366671131898,4.078099456167156,2026-08-16,True,True,True
2026-08-01,5.325690142444268,-0.14567660031123708,6.546547798947629,4.104832485940907,2026-09-16,False,False,True
